Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Cluster
South Korea,2023,Beverages,26692.28,27029.96,35.13,830.67,55.57,1
Brazil,2020,Dairy Products,25611.51,27250.82,194.94,975.85,32.75,1
Saudi Arabia,2024,Beverages,38673.18,34473.09,190.61,803.85,44.24,1
Japan,2022,Grains & Cereals,38902.24,41321.62,183.52,155.41,54.63,1
Spain,2024,Dairy Products,21328.53,21673.87,56.09,365.74,50.62,0
USA,2024,Bakery Items,37219.35,38057.65,186.06,904.55,62.48,1
Spain,2018,Dairy Products,36730.78,31317.17,102.27,1099.95,60.06,1
South Korea,2023,Beverages,12317.88,10632.5,186.06,993.41,42.45,0
Brazil,2020,Bakery Items,34788.43,36710.86,175.07,1259.71,58.47,1
Brazil,2019,Beverages,38637.82,37387.45,28.74,797.19,44.99,1
France,2018,Prepared Food,23315.36,25409.49,151.47,1158.29,42.5,0
Turkey,2021,Fruits & Vegetables,42720.3,43857.89,180.31,33.87,59.54,1
Brazil,2023,Fruits & Vegetables,19516.89,16728.23,118.66,299.23,30.85,0
Australia,2019,Beverages,36675.14,33795.37,69.14,190.32,40.55,1
France,2018,Bakery Items,33455.5,35751.36,111.54,767.8,59.41,1
Brazil,2024,Grains & Cereals,39730.33,32152.11,99.6,1232.91,54.37,1
Brazil,2023,Frozen Food,28256.65,26235.52,76.73,294.5,54.39,1
Japan,2018,Meat & Seafood,10569.889999999998,9254.97,82.36,1311.01,35.38,0
Spain,2020,Prepared Food,7673.380000000001,6152.459999999999,144.15,537.14,48.93,0
South Korea,2021,Prepared Food,8921.719999999998,8813.680000000002,99.65,1088.04,40.87,0
Germany,2018,Beverages,49821.95,47175.67,44.62,903.11,36.71,1
Italy,2024,Fruits & Vegetables,40628.72,32673.05,122.42,982.85,31.0,1
Canada,2021,Fruits & Vegetables,33384.17,30304.24,58.8,1246.14,37.41,1
Indonesia,2023,Bakery Items,32291.89,28109.53,128.13,647.42,40.17,1
China,2018,Grains & Cereals,30411.47,25760.76,94.73,548.01,64.44,1
Turkey,2022,Meat & Seafood,45621.2,44279.58,31.47,766.29,68.54,1
South Africa,2023,Grains & Cereals,18519.25,19892.46,69.69,800.92,56.28,0
UK,2020,Meat & Seafood,9274.18,9013.049999999997,192.6,1071.64,55.93,0
Saudi Arabia,2020,Frozen Food,26717.58,26423.71,32.15,946.48,50.07,1
Italy,2024,Fruits & Vegetables,11568.58,13468.51,137.79,417.49,37.65,0
Russia,2020,Meat & Seafood,35478.35,32831.46,93.19,792.91,48.74,1
Australia,2024,Beverages,47042.59,46315.24,170.85,273.42,56.22,1
Canada,2024,Dairy Products,28578.74,30720.54,21.53,1288.55,43.81,1
France,2020,Dairy Products,34539.59,38087.67,147.33,426.08,56.98,1
Italy,2024,Dairy Products,33143.48,27390.55,198.88,1229.88,64.08,1
Russia,2024,Meat & Seafood,3571.279999999999,4051.4300000000003,197.55,220.99,56.09,0
Canada,2023,Grains & Cereals,23410.02,20912.79,58.78,1350.89,58.11,0
Germany,2023,Dairy Products,32805.49,27652.9,187.31,858.85,48.83,1
Australia,2019,Dairy Products,35160.21,41400.4,99.21,27.53,52.34,1
Argentina,2022,Frozen Food,8594.59,9752.72,77.76,718.5,68.44,0
Russia,2024,Dairy Products,22720.68,21947.26,79.97,858.05,66.92,0
Italy,2023,Prepared Food,45865.38,47164.59,42.96,194.31,49.63,1
South Korea,2018,Prepared Food,31016.42,28710.72,185.7,1146.89,33.34,1
Brazil,2024,Meat & Seafood,16537.53,18897.13,168.59,866.61,63.31,0
Turkey,2023,Prepared Food,36370.28,42376.5,42.69,513.06,56.74,1
Canada,2023,Fruits & Vegetables,3328.1100000000006,3896.1800000000003,103.8,1341.94,57.66,0
Australia,2021,Grains & Cereals,35841.16,37334.99,36.86,88.82,56.74,1
UK,2018,Prepared Food,34932.96,31002.47,24.41,234.78,69.99,1
Argentina,2019,Prepared Food,6210.959999999999,5625.310000000001,183.28,1389.04,53.08,0
South Korea,2021,Fruits & Vegetables,16554.33,18394.01,180.81,1319.03,48.21,0
Spain,2018,Bakery Items,17206.7,14672.27,55.56,977.52,56.68,0
Brazil,2023,Dairy Products,41514.19,37913.97,58.18,1182.06,63.16,1
France,2020,Meat & Seafood,44973.35,37316.07,195.23,907.78,37.36,1
Russia,2023,Bakery Items,44961.18,40280.46,56.72,593.33,67.19,1
Italy,2020,Prepared Food,22334.46,23183.3,104.23,488.53,41.58,0
USA,2020,Dairy Products,20517.26,22108.48,71.66,855.36,50.97,0
Japan,2019,Prepared Food,49948.23,50637.51,108.11,1220.46,63.44,1
Indonesia,2019,Fruits & Vegetables,20319.53,16766.94,44.42,240.36,53.99,0
Germany,2022,Prepared Food,5379.459999999999,6107.139999999999,48.99,1088.12,45.81,0
India,2018,Beverages,41579.75,41344.17,75.88,1067.55,53.86,1
South Korea,2018,Beverages,30244.66,35752.15,93.55,797.24,31.95,1
Australia,2021,Grains & Cereals,38968.29,31654.11,99.24,846.81,50.96,1
Indonesia,2022,Meat & Seafood,47785.73,54367.08,193.43,46.42,67.79,1
Italy,2024,Bakery Items,17376.06,17601.38,91.5,1323.92,36.82,0
South Korea,2022,Frozen Food,44157.47,43402.56,35.06,235.52,43.08,1
Argentina,2022,Grains & Cereals,23398.53,21432.11,150.91,780.7,60.33,0
Italy,2023,Prepared Food,33813.66,37518.62,183.18,283.27,41.38,1
Argentina,2020,Meat & Seafood,19641.05,21899.7,83.58,1268.36,52.37,0
China,2021,Prepared Food,28554.51,28238.46,191.61,676.67,59.64,1
Turkey,2022,Grains & Cereals,29640.04,24538.41,52.38,1038.17,44.37,1
UK,2021,Fruits & Vegetables,14631.16,17408.17,62.08,1307.64,59.13,0
Canada,2018,Meat & Seafood,44803.95,36580.07,195.86,264.95,36.37,1
Saudi Arabia,2022,Meat & Seafood,5153.470000000001,5204.549999999999,111.25,1055.8,36.23,0
Saudi Arabia,2019,Prepared Food,15340.42,13304.64,126.03,945.44,62.32,0
USA,2018,Grains & Cereals,43798.26,37179.4,197.41,646.19,59.68,1
Australia,2018,Beverages,15809.24,16731.04,129.64,91.23,62.5,0
UK,2018,Prepared Food,28645.81,24791.78,57.39,1319.39,45.58,1
Italy,2021,Beverages,17498.67,15495.46,62.41,977.68,42.9,0
UK,2024,Grains & Cereals,5527.560000000001,6587.049999999999,33.26,1194.06,62.01,0
Germany,2018,Prepared Food,36308.58,35569.19,42.28,1368.21,50.52,1
France,2018,Beverages,20555.66,20002.41,86.77,446.58,38.01,0
Italy,2020,Beverages,25833.45,23028.03,55.29,1048.51,38.07,0
Indonesia,2019,Frozen Food,37879.97,37428.1,189.28,1323.33,66.67,1
Mexico,2023,Frozen Food,32919.76,39313.15,124.41,379.92,51.61,1
China,2024,Prepared Food,30618.56,34281.61,21.66,1015.92,43.26,1
Russia,2023,Grains & Cereals,9845.39,9764.39,59.4,876.16,45.66,0
India,2018,Dairy Products,579.3600000000006,644.619999999999,191.73,277.1,52.46,0
Indonesia,2024,Fruits & Vegetables,32844.67,35654.28,114.02,762.99,64.8,1
Spain,2021,Dairy Products,30246.08,33555.87,102.26,302.73,51.56,1
Brazil,2021,Meat & Seafood,33939.22,34884.77,62.46,685.49,49.45,1
USA,2018,Bakery Items,25862.02,24104.65,67.58,776.7,68.11,0
Mexico,2021,Grains & Cereals,47836.63,38345.09,22.78,974.06,57.51,1
South Korea,2020,Fruits & Vegetables,3657.2999999999993,3674.470000000001,25.04,697.88,47.84,0
Italy,2019,Dairy Products,10879.19,11396.98,127.31,982.16,36.56,0
Indonesia,2023,Fruits & Vegetables,1518.8199999999997,1441.5099999999984,53.56,430.12,49.45,0
Indonesia,2020,Beverages,35577.48,38585.41,119.54,426.7,48.79,1
Spain,2020,Prepared Food,8675.349999999999,9670.830000000002,176.75,1253.35,49.82,0
South Africa,2024,Bakery Items,40131.85,40786.47,78.6,1385.86,58.46,1
Canada,2023,Prepared Food,15799.66,15339.0,87.49,887.33,35.11,0
Japan,2018,Bakery Items,40615.14,36728.65,148.9,1045.22,65.5,1
South Africa,2018,Bakery Items,33554.89,30227.41,125.82,1002.74,58.34,1
Italy,2021,Prepared Food,39581.08,35472.8,156.62,179.98,63.87,1
Brazil,2020,Frozen Food,24163.81,21675.81,136.39,708.31,31.34,0
South Africa,2023,Grains & Cereals,20766.05,22909.68,33.99,973.73,39.52,0
South Africa,2023,Grains & Cereals,22756.14,19733.92,140.48,965.39,35.42,0
Australia,2019,Meat & Seafood,2499.5,2890.0699999999997,69.73,1074.39,35.76,0
Germany,2018,Bakery Items,28693.27,26756.34,149.88,474.98,64.95,1
Italy,2022,Meat & Seafood,12120.39,12122.38,77.39,133.38,34.16,0
Australia,2018,Prepared Food,35063.05,29702.46,59.62,821.63,67.42,1
Spain,2020,Prepared Food,17577.02,16452.17,99.44,1205.53,65.65,0
France,2021,Dairy Products,42883.75,43639.17,181.74,1361.01,57.51,1
Germany,2022,Grains & Cereals,32734.18,37934.01,30.94,349.5,43.62,1
Brazil,2019,Fruits & Vegetables,23935.92,24758.66,198.73,1224.73,61.4,0
Argentina,2021,Fruits & Vegetables,30419.82,29457.65,115.84,983.7,60.26,1
Russia,2018,Bakery Items,15651.93,14003.78,62.88,863.8,54.83,0
UK,2023,Grains & Cereals,5717.8499999999985,5416.860000000001,83.75,1334.57,69.95,0
Australia,2024,Frozen Food,26748.08,27086.57,67.2,598.69,46.57,1
Argentina,2019,Dairy Products,11932.47,12003.72,179.56,233.0,58.95,0
South Korea,2023,Beverages,37904.41,42959.0,161.82,157.75,68.93,1
Indonesia,2023,Grains & Cereals,33312.33,35144.44,96.49,1035.22,40.92,1
South Korea,2020,Grains & Cereals,15712.78,14495.91,135.3,772.57,68.52,0
China,2021,Meat & Seafood,3248.709999999999,3508.3199999999997,55.08,332.62,35.58,0
Germany,2023,Prepared Food,35051.75,30279.11,117.21,37.35,34.26,1
Japan,2021,Beverages,40111.61,40023.93,55.51,1151.53,54.44,1
South Korea,2021,Fruits & Vegetables,3295.9399999999987,3663.619999999999,42.29,805.51,59.38,0
South Africa,2019,Grains & Cereals,12943.62,14989.25,41.38,646.84,33.95,0
India,2018,Bakery Items,44914.72,39769.92,44.32,816.14,50.04,1
South Africa,2024,Grains & Cereals,1107.7200000000012,1306.4199999999983,120.16,282.2,54.34,0
China,2021,Fruits & Vegetables,17158.57,16538.81,131.46,1049.23,53.57,0
Turkey,2020,Grains & Cereals,7644.799999999999,6541.689999999999,96.79,304.37,53.16,0
Spain,2018,Grains & Cereals,49939.3,56589.53,166.63,1325.57,60.61,1
India,2024,Meat & Seafood,49234.79,57327.57,150.79,90.32,62.46,1
Turkey,2020,Beverages,34646.82,38811.94,56.26,1078.14,64.74,1
Turkey,2020,Frozen Food,3120.260000000002,2798.8300000000017,141.9,682.44,31.97,0
South Africa,2021,Fruits & Vegetables,8621.34,9973.889999999998,176.26,566.1,40.89,0
UK,2019,Grains & Cereals,35390.44,30453.31,25.72,1103.18,64.5,1
Spain,2023,Bakery Items,3663.489999999998,4005.619999999999,179.17,799.08,61.17,0
Spain,2022,Fruits & Vegetables,43162.29,46159.5,119.68,650.34,66.47,1
Canada,2019,Grains & Cereals,45279.09,46202.71,112.32,1045.86,68.46,1
Mexico,2018,Fruits & Vegetables,19392.75,19073.59,177.2,1360.57,48.16,0
Germany,2019,Prepared Food,29113.69,32478.81,49.46,1158.83,44.01,1
Japan,2021,Grains & Cereals,17636.51,19452.05,179.42,480.43,41.32,0
China,2024,Grains & Cereals,8868.100000000002,9640.64,107.74,668.52,54.3,0
Saudi Arabia,2021,Frozen Food,46198.11,52242.67,143.51,281.03,36.71,1
Turkey,2018,Beverages,48402.2,51344.81,118.82,321.0,66.59,1
India,2019,Meat & Seafood,12301.35,12598.08,161.37,1068.31,41.15,0
Australia,2022,Beverages,4103.34,3481.239999999998,162.15,724.16,40.73,0
Saudi Arabia,2024,Frozen Food,33168.18,39427.5,160.48,749.4,45.93,1
China,2021,Prepared Food,10357.84,11322.82,72.71,1229.44,52.83,0
USA,2024,Bakery Items,14150.56,13191.58,188.36,1066.05,64.5,0
India,2021,Grains & Cereals,12408.78,12422.19,124.37,759.94,49.25,0
China,2020,Dairy Products,12168.64,10111.490000000002,143.16,1011.83,47.83,0
Australia,2022,Grains & Cereals,23468.74,26836.79,74.17,1235.34,42.45,0
South Africa,2021,Grains & Cereals,8379.7,8101.9000000000015,158.53,1318.22,40.38,0
Mexico,2021,Meat & Seafood,42429.8,43314.09,94.42,540.22,55.02,1
Germany,2018,Fruits & Vegetables,22888.43,19728.19,198.41,286.95,64.2,0
Japan,2021,Grains & Cereals,37536.14,35411.5,59.89,91.59,51.99,1
Argentina,2024,Prepared Food,33975.04,38624.05,165.13,124.39,32.92,1
South Korea,2020,Dairy Products,13374.2,13501.38,73.73,727.93,40.54,0
France,2019,Dairy Products,47200.95,46392.34,21.83,672.59,57.48,1
Spain,2022,Prepared Food,27453.18,32326.41,59.33,635.64,68.7,1
Japan,2024,Bakery Items,35661.32,31712.14,168.58,1097.42,33.92,1
Italy,2018,Beverages,15419.38,16642.94,150.3,131.97,41.76,0
Brazil,2018,Frozen Food,48423.87,55225.94,38.88,473.42,40.68,1
China,2023,Beverages,23310.77,27804.91,111.3,1075.49,49.71,1
South Africa,2021,Fruits & Vegetables,22799.99,21344.78,62.3,67.29,64.18,0
South Korea,2022,Frozen Food,34892.77,30087.1,163.47,167.87,56.14,1
Turkey,2023,Beverages,26154.24,23605.36,97.74,952.86,61.6,0
India,2018,Prepared Food,24709.69,21907.12,175.85,233.03,30.37,0
Saudi Arabia,2024,Fruits & Vegetables,33000.57,27199.3,47.58,967.79,63.97,1
Australia,2021,Frozen Food,32609.41,34514.42,49.93,579.9,62.41,1
USA,2024,Bakery Items,28585.83,31170.26,82.82,560.49,38.67,1
Argentina,2023,Grains & Cereals,25283.83,27769.57,164.1,174.2,47.45,1
Australia,2023,Prepared Food,15560.43,17229.01,33.94,135.85,61.85,0
Australia,2020,Meat & Seafood,26050.19,30058.53,100.1,334.72,55.52,1
South Africa,2022,Frozen Food,6241.82,6550.610000000001,151.63,155.33,63.15,0
UK,2022,Prepared Food,14507.24,15751.93,103.51,814.7,52.6,0
USA,2020,Fruits & Vegetables,49940.84,58118.91,68.65,1374.62,31.97,1
Brazil,2018,Meat & Seafood,42940.75,35290.62,61.88,173.96,64.02,1
Saudi Arabia,2024,Prepared Food,27017.13,29962.85,128.51,444.85,55.7,1
Argentina,2019,Prepared Food,45454.42,46874.21,49.67,945.86,37.33,1
Germany,2024,Meat & Seafood,10328.38,9680.69,113.97,113.64,50.43,0
India,2019,Grains & Cereals,2767.9199999999983,2468.91,38.77,97.52,36.79,0
South Korea,2022,Fruits & Vegetables,37034.74,31161.26,111.83,152.33,68.43,1
Mexico,2018,Prepared Food,44970.63,42041.63,86.21,456.5,37.16,1
Japan,2020,Beverages,45853.83,40973.98,150.07,52.02,68.23,1
Brazil,2019,Dairy Products,25297.9,23278.03,30.4,1296.09,62.53,0
South Korea,2023,Meat & Seafood,1381.9799999999996,1215.7700000000004,183.86,1064.29,41.61,0
Australia,2021,Beverages,2967.0699999999997,2889.7999999999993,144.41,109.74,44.07,0
Japan,2023,Bakery Items,31658.12,25907.78,182.21,466.22,69.25,1
Australia,2021,Beverages,18521.0,19976.55,176.33,77.97,61.55,0
Mexico,2018,Frozen Food,44856.7,39973.44,83.43,689.41,38.02,1
Spain,2022,Bakery Items,12957.08,13583.24,26.58,1015.98,50.05,0
India,2021,Dairy Products,10419.009999999998,10759.03,57.4,477.07,30.82,0
India,2023,Bakery Items,32311.01,26850.99,22.03,245.47,52.84,1
Brazil,2018,Beverages,17951.7,14804.88,143.61,1236.3,31.74,0
Turkey,2022,Beverages,39228.94,42712.73,164.94,1094.14,44.58,1
Australia,2019,Fruits & Vegetables,15842.1,17709.71,101.11,1128.15,36.17,0
USA,2020,Meat & Seafood,40534.99,47743.89,30.1,480.95,60.82,1
China,2024,Frozen Food,36041.71,41442.24,172.55,309.4,58.45,1
Italy,2024,Meat & Seafood,34178.23,27478.34,105.28,993.67,33.85,1
Australia,2020,Fruits & Vegetables,3721.720000000001,3310.8600000000006,76.37,830.16,51.86,0
USA,2023,Dairy Products,44920.38,36015.96,58.26,320.81,32.69,1
USA,2018,Grains & Cereals,42505.33,35453.57,48.91,228.91,30.58,1
USA,2021,Bakery Items,33519.63,36564.9,108.5,55.54,61.65,1
Turkey,2024,Prepared Food,34201.89,39119.8,24.43,888.89,31.99,1
Australia,2019,Meat & Seafood,31221.57,32289.6,23.32,1300.91,45.63,1
Turkey,2018,Frozen Food,30291.51,35776.6,113.2,1209.88,65.16,1
Mexico,2018,Grains & Cereals,11796.42,13723.48,52.99,1266.37,53.95,0
France,2020,Beverages,27579.78,32251.29,131.23,1034.96,42.38,1
Canada,2020,Grains & Cereals,19800.42,22212.63,50.24,41.4,52.11,0
India,2019,Frozen Food,42079.37,44757.73,102.14,208.11,58.53,1
India,2020,Dairy Products,15487.71,16640.68,182.23,364.41,48.35,0
Japan,2019,Prepared Food,1838.5200000000004,2179.5600000000013,87.52,380.11,62.3,0
Indonesia,2023,Bakery Items,1712.4900000000016,2031.4599999999991,101.2,878.61,54.97,0
Turkey,2023,Beverages,47671.19,44285.41,34.27,333.53,38.82,1
France,2024,Beverages,7967.52,9053.55,78.26,1089.85,55.08,0
China,2023,Grains & Cereals,41850.06,43474.2,66.45,216.97,42.47,1
South Korea,2022,Dairy Products,19720.77,22541.93,161.86,327.56,35.11,0
Canada,2022,Dairy Products,31653.3,35258.38,136.29,98.77,47.28,1
Australia,2024,Prepared Food,37434.92,42099.74,41.77,620.77,36.97,1
Germany,2020,Fruits & Vegetables,15888.42,15135.89,162.68,786.51,63.98,0
UK,2020,Frozen Food,19198.98,19713.53,78.71,1313.9,39.63,0
USA,2019,Prepared Food,31339.63,25846.28,92.33,934.34,36.93,1
South Africa,2024,Meat & Seafood,13361.44,12970.16,27.01,609.6,31.72,0
Brazil,2020,Meat & Seafood,26268.6,29249.71,23.25,1047.37,50.7,1
Spain,2021,Bakery Items,19136.84,19596.66,99.03,926.63,52.93,0
China,2023,Bakery Items,842.5,947.9399999999987,123.55,1097.0,33.03,0
Italy,2018,Beverages,14796.26,15199.69,51.6,335.12,38.73,0
UK,2024,Dairy Products,38171.54,38081.43,140.05,340.75,41.56,1
Japan,2018,Meat & Seafood,35651.41,42058.68,107.05,1138.12,34.37,1
Turkey,2021,Fruits & Vegetables,8387.379999999997,7124.5999999999985,48.27,416.51,57.22,0
Italy,2024,Frozen Food,43166.14,42762.22,90.23,721.96,45.47,1
Australia,2020,Dairy Products,25602.25,22353.88,118.49,749.89,63.9,0
Mexico,2022,Frozen Food,40757.12,39501.14,123.04,668.61,62.18,1
Germany,2023,Dairy Products,12295.52,12498.26,158.68,1210.98,69.08,0
Mexico,2024,Grains & Cereals,32745.8,29929.73,113.34,222.23,38.08,1
Turkey,2024,Meat & Seafood,45030.47,41196.59,92.94,1119.04,56.87,1
Japan,2022,Fruits & Vegetables,16373.89,14440.85,118.1,1242.49,32.01,0
Japan,2021,Prepared Food,9209.33,10673.4,130.27,493.96,59.59,0
Italy,2023,Grains & Cereals,49737.09,57141.36,48.65,291.33,63.28,1
UK,2024,Prepared Food,44233.62,48960.11,41.35,454.89,54.46,1
Turkey,2022,Bakery Items,6263.580000000002,7038.290000000001,183.38,1030.14,68.59,0
Turkey,2022,Prepared Food,46070.81,46684.82,58.47,674.67,42.72,1
Italy,2019,Meat & Seafood,4238.689999999999,4890.25,165.2,239.82,57.1,0
Saudi Arabia,2021,Dairy Products,27690.42,32462.18,94.21,1210.0,67.48,1
Germany,2020,Bakery Items,43866.24,38226.46,86.05,273.33,53.77,1
Japan,2023,Prepared Food,29950.37,29371.74,80.39,1337.46,32.64,1
India,2018,Beverages,47812.52,56261.229999999996,86.12,719.57,45.54,1
Canada,2019,Prepared Food,15618.75,17114.68,188.62,707.74,41.52,0
Mexico,2022,Bakery Items,6358.720000000001,6242.260000000002,85.89,220.23,47.19,0
Germany,2019,Fruits & Vegetables,45407.23,41091.54,121.71,1285.63,60.85,1
France,2022,Prepared Food,29885.99,28704.65,187.19,411.09,39.21,1
Japan,2019,Beverages,45475.46,47403.78,172.04,326.18,35.04,1
France,2022,Bakery Items,31197.91,28484.77,174.88,445.65,56.67,1
USA,2022,Bakery Items,48136.96,43590.5,199.41,766.17,69.19,1
India,2022,Fruits & Vegetables,42863.19,45929.85,115.61,143.68,32.36,1
Russia,2021,Dairy Products,46417.62,37255.81,138.6,380.54,34.99,1
South Korea,2019,Frozen Food,32616.89,35818.75,105.35,39.85,39.94,1
Australia,2023,Bakery Items,13151.02,12029.98,192.59,682.76,50.71,0
Indonesia,2021,Prepared Food,8407.16,9735.68,45.43,1090.18,43.0,0
Canada,2023,Grains & Cereals,48793.72,49727.43,83.06,557.59,38.67,1
Italy,2020,Meat & Seafood,24587.1,22971.14,154.22,931.39,35.92,0
Spain,2021,Grains & Cereals,36997.75,32085.61,132.83,328.22,66.78,1
UK,2020,Beverages,32872.5,33542.22,68.0,577.39,41.75,1
Japan,2018,Prepared Food,46211.12,50732.08,34.52,272.31,67.86,1
Canada,2021,Beverages,32319.53,26371.64,150.85,1200.42,42.42,1
Turkey,2019,Frozen Food,42721.72,50891.26,88.01,1245.72,30.83,1
Indonesia,2020,Dairy Products,29330.49,33250.36,66.99,1316.42,53.09,1
South Korea,2018,Frozen Food,1004.7599999999984,1073.8199999999997,114.15,136.92,65.71,0
Russia,2023,Bakery Items,42578.56,47128.22,110.62,343.53,31.41,1
Italy,2019,Dairy Products,2333.9300000000003,2756.3499999999985,87.33,487.62,49.23,0
Brazil,2022,Meat & Seafood,6583.48,7133.029999999999,53.19,1238.58,68.19,0
South Africa,2023,Prepared Food,32124.53,30188.52,27.19,1275.71,62.15,1
Japan,2022,Bakery Items,9672.11,11579.58,139.34,899.64,62.32,0
Japan,2020,Frozen Food,3055.1699999999983,2893.1800000000003,171.78,91.83,41.67,0
Argentina,2018,Meat & Seafood,37577.43,40347.57,198.46,662.1,48.21,1
Germany,2023,Frozen Food,40808.56,36086.34,52.59,833.59,53.29,1
Mexico,2024,Prepared Food,47536.2,46886.22,84.49,376.19,57.53,1
Canada,2021,Frozen Food,3917.880000000001,3911.9399999999987,197.97,1016.55,55.35,0
Canada,2021,Prepared Food,43527.28,49663.05,65.95,682.47,45.78,1
Australia,2021,Frozen Food,7946.799999999999,8273.059999999998,163.25,586.75,66.33,0
Australia,2022,Frozen Food,49145.2,52483.15,198.37,430.64,48.06,1
France,2019,Meat & Seafood,23747.67,28401.18,96.21,1197.29,54.64,1
Italy,2021,Fruits & Vegetables,34048.36,32944.38,124.93,652.76,54.31,1
China,2024,Meat & Seafood,12728.31,12115.94,55.08,760.37,38.63,0
Russia,2022,Fruits & Vegetables,15263.75,14975.08,87.9,111.01,60.75,0
China,2019,Fruits & Vegetables,25980.61,26860.13,96.51,1285.32,51.27,1
Turkey,2023,Fruits & Vegetables,23351.45,19223.95,94.34,771.32,46.08,0
Germany,2019,Frozen Food,25607.91,29545.06,198.37,1391.05,37.31,1
Argentina,2024,Dairy Products,31029.16,29166.87,146.09,184.15,44.95,1
Germany,2019,Meat & Seafood,35661.98,39208.05,146.85,789.28,44.16,1
China,2024,Beverages,43886.44,39205.98,51.59,1135.3,31.61,1
UK,2019,Grains & Cereals,3525.6800000000003,2933.3100000000013,34.54,1208.58,34.59,0
Spain,2021,Grains & Cereals,31664.31,37376.19,133.71,112.87,60.04,1
Saudi Arabia,2023,Frozen Food,13448.93,11774.96,99.43,250.36,68.27,0
Australia,2019,Dairy Products,43769.49,41760.1,84.39,608.12,30.52,1
Italy,2022,Prepared Food,46237.24,45419.13,117.46,303.71,36.44,1
UK,2023,Prepared Food,40338.02,32405.22,42.45,153.05,69.49,1
Germany,2023,Beverages,10440.31,9644.16,84.2,1143.59,49.7,0
Canada,2024,Grains & Cereals,39155.04,32634.58,151.69,610.65,38.28,1
Turkey,2021,Beverages,30834.13,26750.37,86.68,160.97,34.15,1
Argentina,2021,Frozen Food,6285.010000000002,6861.760000000002,175.93,862.5,44.75,0
India,2018,Meat & Seafood,1573.8899999999994,1575.9399999999987,33.53,11.46,69.89,0
